 , .1, .2, .3, .4, .5, .6, .7, .8, .9, .10, .11, .12, .13, .14
دیده بان بازار : 1402/10/4,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
اراد21,مرابحه عام دولت2ش.خ صادرات0212,15,14585000,14540953300000,1000000,996980,996980,-3020,-0.3,996980,-3020,-0.3,996980,996980
ممسني,پتروشيمي ممسني,15,348419,5452223350,15200,15650,15650,450,2.96,15310,110,0.72,15620,15650
ساحل,صندوق س.اوراق دولت خليج فارس-د,15,433501,5897398216,13597,13605,13605,8,0.06,13604,7,0.05,13604,13605
چنوپا,نيوپان‌ 22 بهمن‌,15,47728,1553546400,33550,32550,32550,-1000,-2.98,32550,-1000,-2.98,32550,32550
ضسرو1015,اختيارخ سرو-68000-1402/10/06,15,1982,1325892760,67852,66000,66025,-1827,-2.69,66897,-955,-1.41,66000,67000
پرتو,صندوق س. پرتو پايش پيشرو-س,15,1045586,16151292530,15300,15360,15400,100,0.65,15447,147,0.96,15350,15450
اخزا109,اسنادخزانه-م9بودجه01-040826,15,368400,234411329000,637840,634500,639950,2110,0.33,636300,-1540,-0.24,634500,639950
رويين,صندوق س.بخشي فلزات رويين-ب,15,2317757,24755244293,10611,10620,10649,38,0.36,10681,70,0.66,10611,10700
رماس,صندوق س.راهبرد ممتازابن سينا-س,14,48022,766935490,16048,16011,15998,-50,-0.31,15971,-77,-0.48,15900,16011
سپابهمن,بار پايه سبز بهمن,14,3260,75403800,1,23130,23130,23129,2312900,23130,23129,2312900,23130,23130
شيشه62ن,گواهي شيشه فلوت4بيرنگAكاوه,14,20400,20187085200,1088519,989563,989563,-98956,-9.09,989563,-98956,-9.09,989563,989563
سي تيپ2ن24,گواهي سيمان تيپ2هگمتان(ن),14,300000,2748600000,9445,9162,9162,-283,-3,9162,-283,-3,9162,9162
ثاژن,سخت آژند,14,389847,2346878940,6140,6020,6020,-120,-1.95,6080,-60,-0.98,6020,6020
ضسپا1219,اختيارخ خساپا-2200-1402/12/23,13,1257,712680000,578,560,605,27,4.67,567,-11,-1.9,550,605
اخزا0064,اسنادخزانه-م6بودجه00-030723,13,76246209,62930272016304,826320,826831,824020,-2300,-0.28,825356,-964,-0.12,824020,826831
ضپلا1221,اختيارخ پالايش-135200-02/12/09,13,842,198435000,25000,24000,23250,-1750,-7,23567,-1433,-5.73,23000,24000
اخزا1062,اسنادخزانه-م6بودجه01-030814,13,434,341255540,814000,773700,814010,10,0,786300,-27700,-3.4,773300,814030
ضخود1126,اختيارخ خودرو-4000-1402/11/11,13,4185,55205000,12,15,27,15,125,13,1,8.33,12,28
ضهرم1229,اختيارخ اهرم-30000-1402/12/23,13,105,49591000,428,440,497,69,16.12,472,44,10.28,417,500
ضفصبا1102,اختيارخ فصبا-5800-14021118,13,463,135039000,307,275,275,-32,-10.42,292,-15,-4.89,275,373
آتيمس,صندوق س.آرمان آتيه درخشان مس-س,12,1317,412164344,315041,313000,312980,-2061,-0.65,312957,-2084,-0.66,312928,313000
ضهاي1104,اختيارخ هاي وب-2000-1402/11/15,12,387,103338000,282,200,270,-12,-4.26,267,-15,-5.32,200,289
اخزا1072,اسنادخزانه-م7بودجه01-040714,12,375,242995220,653370,645650,651650,-1720,-0.26,647990,-5380,-0.82,643420,651650
شستا2,سرمايه گذاري تامين اجتماعي,12,1704695420,2176365955920,1277,1277,1276,-1,-0.08,1277,0,0,1276,1277
مثقال2,صندوق س.پشتوانه طلاي زرين آگاه,12,3100000,3100000,22338,1,1,-22337,-100,1,-22337,-100,1,1
اراد1334,مرابحه عام دولت133-ش.خ050410,12,51308266,46738238747380,937610,911510,910350,-27260,-2.91,910930,-26680,-2.85,910350,911510
ضهرم1230,اختيارخ اهرم-34000-1402/12/23,12,260,79009000,222,300,297,75,33.78,304,82,36.94,260,335
سمتاز,سيمان ممتازان كرمان,12,54447,2264464900,41250,41600,41600,350,0.85,41300,50,0.12,41500,41700
وغدير2,سرمايه‌گذاري‌غدير(هلدينگ‌,11,28467965,676968207700,23780,23780,23780,0,0,23780,0,0,23780,23780
ضخود1127,اختيارخ خودرو-4500-1402/11/11,11,11000,132000000,9,12,12,3,33.33,12,3,33.33,12,12
طخود1122,اختيارف خودرو-3000-1402/11/11,11,756,160120000,191,215,210,19,9.95,212,21,10.99,180,215
ضترا1155,اختيارخ شتران-4000-1402/11/23,11,1459,996782000,700,808,650,-50,-7.14,683,-17,-2.43,650,808
اراد1204,مرابحه عام دولت120-ش.خ040417	,11,12477713,11561229181175,975000,915575,931500,-43500,-4.46,926550,-48450,-4.97,915575,931500
ضشنا1210,اختيارخ شپنا-13000-1402/12/02,11,1664,35129000,23,23,24,1,4.35,21,-2,-8.7,19,24
وتوسكا,سرمايه گذاري توسعه توكا,11,112092,1293541680,11210,11540,11540,330,2.94,11230,20,0.18,11540,11540
ضسپا1013,اختيارخ خساپا-2000-1402/10/20,11,3600,2079500000,657,570,585,-72,-10.96,578,-79,-12.02,570,585
اخزا0014,اسنادخزانه-م1بودجه00-030821,11,25290902,20491444441034,811290,811444,809290,-2000,-0.25,810230,-1060,-0.13,809290,811444
تيام,صندوق س.سهامي تيام-س,11,4464,49603995,11224,11190,11185,-39,-0.35,11112,-112,-1,11000,11190
اخزا006,اسنادخزانه-م6بودجه00-030723,11,152700,126195860000,826320,826300,826460,140,0.02,826430,110,0.01,826300,826500
ضهرم1220,اختيارخ اهرم-14000-1402/12/23,11,48,391557000,8536,8200,8121,-415,-4.86,8157,-379,-4.44,8121,8200
سخواف,سيمان مجد خواف,11,425945,1463547020,3542,3436,3436,-106,-2.99,3534,-8,-0.23,3436,3436
اكسيژن,صندوق س. سهامي اكسيژن-س,11,294707,4306432190,14618,14725,14610,-8,-0.05,14613,-5,-0.03,14600,14725
قاروم,قند اروميه,11,18599,1618862750,86600,87000,87100,500,0.58,86650,50,0.06,86700,87250
شيشه63ن,گواهي شيشه فلوت4بيرنگBكاوه,11,10800,10062824400,1024917,931743,931743,-93174,-9.09,931743,-93174,-9.09,931743,931743
ضستا1210,اختيارخ شستا-612-1402/12/09,11,3701,2576100000,695,677,695,0,0,696,1,0.14,677,700
شيشه84ن,گواهي شيشه فلوت5بيرنگAآسا,11,15120,16849395360,1225815,1114378,1114378,-111437,-9.09,1114378,-111437,-9.09,1114378,1114378
زعف0210پ05,زعفران0210نگين زرين(پ),10,1928,1101240400,560468,577000,573999,13531,2.41,571183,10715,1.91,570000,577000
ديبا,صندوق س بازده پايه صبا-ثابت,10,80776,1021001812,12631,12639,12640,9,0.07,12640,9,0.07,12639,12640
ضهرم3003,اختيارخ اهرم-15000-1403/03/23,10,79,681489000,8586,8939,8949,363,4.23,8626,40,0.47,8100,8949
ضبساما1103,اختيارخ بساما-10000-14021104,10,840,261900000,700,500,301,-399,-57,312,-388,-55.43,300,500
اخزا0024,اسنادخزانه-م2بودجه00-031024,10,22107384,17222751387513,778110,780699,777490,-620,-0.08,779050,940,0.12,777490,780699
ضخاور122,اختيارخ خاور-3880-14030115,10,372,182400000,504,550,480,-24,-4.76,490,-14,-2.78,480,550
ضفلا1187,اختيارخ فولاد-7000-1402/11/25,10,1995,298538000,210,144,150,-60,-28.57,150,-60,-28.57,144,165
سپيدما2,صندوق س. سپيد دماوند-د,10,93400000,93400000,17601,1,1,-17600,-99.99,1,-17600,-99.99,1,1
اراد944,مرابحه عام دولت94-ش.خ030816,10,39928663,37658163692930,944000,942557,944000,0,0,943136,-864,-0.09,942557,944000
ضملت0110,اختيارخ وبملت-3480-1403/01/29,10,2839,112082000,31,35,36,5,16.13,39,8,25.81,34,48
ضسرو1018,اختيارخ سرو-90000-1402/10/06,10,1022,460142700,46897,45020,44990,-1907,-4.07,45024,-1873,-3.99,44990,45090
اراد1254,مرابحه عام دولت125-ش.خ030223,10,49840000,48769212520000,975700,979936,977095,1395,0.14,978515,2815,0.29,977095,979936
اراد1264,مرابحه عام دولت126-ش.خ031223,10,120749122,112479920252635,928930,932528,930507,1577,0.17,931517,2587,0.28,930507,932528
نخل2,صندوق س.خليج فارس-د,10,91300000,91300000,10021,1,1,-10020,-99.99,1,-10020,-99.99,1,1
ثروتم,صندوق س. ثروت آفرين پارسيان-س,10,32915,4978471234,151794,150779,150828,-966,-0.64,151252,-542,-0.36,150779,151502
رشد2,صندوق س.رشد پايدار آبان-د,9,803313,803313,10019,1,1,-10018,-99.99,1,-10018,-99.99,1,1
اخزا0044,اسنادخزانه-م4بودجه00-030522,9,16300122,13981199913588,860390,857918,857580,-2810,-0.33,857736,-2654,-0.31,857580,857918
اخزا0094,اسناد خزانه-م9بودجه00-031101,9,40711000,31688671456400,775000,780226,776570,1570,0.2,778381,3381,0.44,776570,780226
سي تيپ2ن34,گواهي سيمان تيپ2ممتازان(ن),9,246000,2866638000,11043,11653,11653,610,5.52,11653,610,5.52,11653,11653
طخپارس1200,اختيارف خپارس-1200-14021220,9,30,2296000,46,45,70,24,52.17,77,31,67.39,45,100
اخزا002,اسنادخزانه-م2بودجه00-031024,9,4000,3113584000,778110,778500,779130,1020,0.13,778400,290,0.04,778330,779130
صدف,صندوق س صدف سهام-سهام,9,7214,77062480,10670,10670,10670,0,0,10680,10,0.09,10670,10880
سي تيپ2ن30,گواهي سيمان تيپ2كرمان(ن),9,208000,2426736000,11278,11667,11667,389,3.45,11667,389,3.45,11667,11667
ضسرو1014,اختيارخ سرو-62000-1402/10/06,9,256,186495390,72170,72999,73000,830,1.15,72850,680,0.94,72010,73000
